Attrition_Flag,Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy
Existing Customer,35,1,Uneducated,Married,Less than R40K,Blue,36,3,2,4,2004,0,2004
Existing Customer,42,3,Unknown,Single,Less than R40K,Blue,36,6,3,3,2837,834,2003
Attrited Customer,46,2,Unknown,Married,Less than R40K,Blue,42,1,0,4,2002,0,2002
Existing Customer,45,2,Graduate,Married,Less than R40K,Blue,36,6,1,3,4202,2201,2001
Existing Customer,41,4,Unknown,Married,Less than R40K,Blue,31,4,3,4,2934,933,2001
Existing Customer,41,4,College,Divorced,R60K - R80K,Blue,35,5,3,2,2001,0,2001
Existing Customer,36,2,Uneducated,Married,Unknown,Blue,31,5,3,1,3002,1002,2000
Existing Customer,34,3,College,Married,R40K - R60K,Blue,29,4,1,2,2000,0,2000
Existing Customer,41,1,High School,Single,Less than R40K,Blue,31,4,2,1,1998,0,1998
Existing Customer,54,2,High School,Married,Unknown,Blue,47,2,3,3,1997,0,1997
Existing Customer,54,1,Unknown,Single,Unknown,Blue,36,1,3,3,3723,1728,1995
Existing Customer,46,4,College,Married,R40K - R60K,Blue,33,4,1,1,2423,429,1994
Existing Customer,49,3,Post-Graduate,Married,R40K - R60K,Blue,36,5,2,1,1994,0,1994
Existing Customer,49,5,Uneducated,Single,Less than R40K,Blue,39,3,2,2,1993,0,1993
Existing Customer,39,1,High School,Married,R40K - R60K,Blue,34,6,5,3,4489,2498,1991
Existing Customer,51,1,Unknown,Single,R80K - R120K,Blue,34,4,3,3,3554,1563,1991
Existing Customer,49,2,Uneducated,Single,Less than R40K,Blue,42,6,3,2,1991,0,1991
Existing Customer,52,3,High School,Married,Less than R40K,Blue,40,4,4,1,4223,2235,1988
Existing Customer,59,1,Graduate,Married,R40K - R60K,Blue,53,5,1,2,4188,2200,1988
Existing Customer,45,4,College,Married,Less than R40K,Blue,36,5,2,3,4187,2199,1988
Existing Customer,45,4,Uneducated,Divorced,R40K - R60K,Blue,27,2,2,1,3670,1684,1986
Attrited Customer,57,2,Uneducated,Married,R120K +,Blue,40,3,3,3,3106,1120,1986
Existing Customer,43,1,High School,Married,R60K - R80K,Blue,31,2,3,3,3764,1780,1984
Attrited Customer,44,3,Graduate,Married,Less than R40K,Blue,36,6,3,4,1984,0,1984
Existing Customer,31,1,High School,Divorced,Less than R40K,Blue,25,2,1,3,1984,0,1984
Existing Customer,41,2,Graduate,Single,Less than R40K,Blue,21,2,3,3,3624,1641,1983
Existing Customer,53,2,Post-Graduate,Married,R80K - R120K,Blue,36,5,1,2,3610,1629,1981
Existing Customer,50,1,Uneducated,Married,Less than R40K,Blue,33,6,4,4,3160,1180,1980
Existing Customer,56,4,Graduate,Single,Less than R40K,Blue,36,3,2,3,3057,1077,1980
Existing Customer,45,3,High School,Married,Less than R40K,Blue,32,2,5,1,2948,968,1980
Existing Customer,46,3,Graduate,Married,R40K - R60K,Blue,38,4,3,3,3115,1136,1979
Existing Customer,39,3,Graduate,Married,R40K - R60K,Blue,29,2,2,2,3152,1174,1978
Existing Customer,56,2,High School,Married,Less than R40K,Blue,43,5,2,2,1978,0,1978
Existing Customer,42,4,College,Unknown,R60K - R80K,Blue,25,4,3,3,3092,1115,1977
Attrited Customer,62,2,Graduate,Married,Less than R40K,Blue,52,4,2,2,2490,513,1977
Attrited Customer,58,0,High School,Single,Less than R40K,Blue,46,5,4,2,1977,0,1977
Existing Customer,37,1,College,Single,R40K - R60K,Blue,32,4,2,3,1976,0,1976
Existing Customer,32,3,High School,Single,R40K - R60K,Blue,36,2,2,1,3845,1871,1974
Existing Customer,38,1,College,Married,R60K - R80K,Blue,36,4,1,2,2836,862,1974
Existing Customer,59,0,High School,Married,R80K - R120K,Blue,47,5,1,2,3278,1306,1972
Existing Customer,53,3,Unknown,Married,R40K - R60K,Blue,45,4,3,1,1972,0,1972
Existing Customer,36,2,College,Married,Less than R40K,Blue,17,5,2,2,1971,0,1971
Existing Customer,38,1,High School,Married,R60K - R80K,Blue,32,4,2,1,3657,1687,1970
Existing Customer,36,3,High School,Married,Less than R40K,Blue,28,3,1,1,1967,0,1967
Existing Customer,48,4,Graduate,Unknown,R80K - R120K,Blue,40,6,2,2,4438,2472,1966
Existing Customer,38,2,Graduate,Married,Less than R40K,Blue,29,6,1,1,3304,1338,1966
Existing Customer,40,2,Uneducated,Single,Less than R40K,Blue,27,2,6,2,1965,0,1965
Existing Customer,45,5,Post-Graduate,Unknown,Less than R40K,Blue,36,5,2,3,2658,694,1964
Existing Customer,36,3,College,Single,Less than R40K,Blue,36,5,2,3,1964,0,1964
Existing Customer,55,0,High School,Married,R80K - R120K,Blue,35,5,1,4,3864,1901,1963
Existing Customer,40,4,College,Unknown,R80K - R120K,Blue,25,3,3,1,1962,0,1962
Attrited Customer,49,4,Unknown,Unknown,R80K - R120K,Blue,39,2,2,2,2886,925,1961
Existing Customer,39,1,Uneducated,Single,Less than R40K,Blue,35,1,5,1,1961,0,1961
Attrited Customer,45,4,Post-Graduate,Single,Less than R40K,Blue,36,1,3,3,4477,2517,1960
Attrited Customer,49,5,Uneducated,Unknown,R60K - R80K,Blue,43,3,3,3,1960,0,1960
Existing Customer,45,3,Graduate,Unknown,R40K - R60K,Blue,35,2,3,2,4318,2359,1959
Existing Customer,51,2,Graduate,Divorced,R60K - R80K,Blue,41,4,3,1,1959,0,1959
Existing Customer,32,0,High School,Single,Unknown,Blue,21,2,3,1,4251,2295,1956
Existing Customer,60,0,Uneducated,Married,Less than R40K,Blue,49,3,1,2,3955,2000,1955
Existing Customer,61,1,Graduate,Married,Unknown,Blue,50,3,3,1,3359,1405,1954
Existing Customer,44,3,College,Married,Less than R40K,Blue,31,5,6,2,2679,727,1952
Attrited Customer,44,3,College,Single,Less than R40K,Blue,28,6,2,2,1951,0,1951
Existing Customer,41,4,Graduate,Married,R40K - R60K,Blue,36,3,2,3,3179,1229,1950
Existing Customer,28,1,High School,Single,Less than R40K,Blue,36,5,2,3,1950,0,1950
Existing Customer,51,2,Graduate,Married,R60K - R80K,Blue,40,3,3,3,3750,1801,1949
Existing Customer,40,2,Doctorate,Single,R40K - R60K,Blue,36,6,1,3,2797,850,1947
Existing Customer,43,3,Doctorate,Married,Unknown,Blue,38,3,4,2,1947,0,1947
Existing Customer,46,3,Graduate,Single,R40K - R60K,Blue,41,4,5,3,3492,1546,1946
Existing Customer,48,5,Uneducated,Married,R40K - R60K,Blue,43,4,1,3,2866,921,1945
Attrited Customer,58,2,High School,Married,Less than R40K,Blue,53,3,0,2,1944,0,1944
Existing Customer,35,1,College,Single,Unknown,Blue,28,4,5,2,3518,1575,1943
Existing Customer,47,3,Uneducated,Divorced,R60K - R80K,Blue,41,2,3,3,1943,0,1943
Attrited Customer,45,3,Uneducated,Divorced,Less than R40K,Blue,32,3,2,2,1942,0,1942
Existing Customer,49,2,Post-Graduate,Single,Less than R40K,Blue,36,3,1,3,3414,1473,1941
Existing Customer,54,3,High School,Married,Less than R40K,Blue,41,5,4,4,3161,1220,1941
Existing Customer,46,3,Graduate,Unknown,R80K - R120K,Blue,27,5,1,3,3665,1725,1940
Existing Customer,37,1,Graduate,Single,R60K - R80K,Blue,27,4,1,3,4288,2349,1939
Attrited Customer,45,4,Unknown,Married,Less than R40K,Blue,39,3,2,2,3411,1472,1939
Existing Customer,63,0,College,Single,Less than R40K,Blue,44,3,4,2,1938,0,1938
Attrited Customer,49,1,Graduate,Married,Less than R40K,Blue,43,5,3,3,1938,0,1938
Existing Customer,58,1,Unknown,Single,Less than R40K,Blue,48,4,3,1,3819,1882,1937
Attrited Customer,54,4,Post-Graduate,Unknown,Less than R40K,Blue,44,5,3,3,2440,503,1937
Existing Customer,58,1,Uneducated,Single,Less than R40K,Blue,43,4,4,2,3382,1446,1936
Existing Customer,51,3,College,Married,Less than R40K,Blue,36,6,2,2,1936,0,1936
Existing Customer,51,3,High School,Single,R40K - R60K,Blue,36,6,5,2,3417,1482,1935
Existing Customer,45,1,College,Unknown,R120K +,Blue,32,3,1,3,3304,1370,1934
Existing Customer,48,1,Graduate,Divorced,R40K - R60K,Blue,38,4,1,2,3503,1572,1931
Attrited Customer,35,2,Unknown,Single,Less than R40K,Blue,36,5,3,3,1931,0,1931
Attrited Customer,35,4,Graduate,Married,Unknown,Blue,36,4,3,3,1931,0,1931
Attrited Customer,62,1,High School,Single,Less than R40K,Blue,36,2,3,4,1930,0,1930
Existing Customer,48,4,Graduate,Married,Less than R40K,Blue,21,4,6,0,1930,0,1930
Existing Customer,54,3,High School,Married,Less than R40K,Blue,36,5,1,4,3666,1739,1927
Existing Customer,48,4,Doctorate,Single,Unknown,Blue,39,6,1,1,2845,919,1926
Existing Customer,55,2,Graduate,Divorced,Less than R40K,Blue,49,5,1,4,3949,2024,1925
Existing Customer,41,4,High School,Single,Less than R40K,Blue,21,2,3,1,3429,1504,1925
Existing Customer,45,2,Uneducated,Married,R120K +,Blue,36,6,2,3,3383,1458,1925
Attrited Customer,40,3,Graduate,Divorced,R80K - R120K,Blue,22,2,2,3,1925,0,1925
Existing Customer,35,4,College,Married,Less than R40K,Blue,31,3,3,4,2933,1011,1922
Attrited Customer,50,1,Graduate,Single,Less than R40K,Blue,36,1,3,4,2422,502,1920
Existing Customer,37,0,Graduate,Divorced,R40K - R60K,Blue,28,4,3,1,1920,0,1920
Existing Customer,55,0,Graduate,Married,Less than R40K,Blue,36,6,2,4,3615,1699,1916
Existing Customer,52,2,Unknown,Single,R40K - R60K,Blue,45,3,1,3,3476,1560,1916
Existing Customer,61,1,Graduate,Married,R60K - R80K,Blue,55,6,2,3,3264,1348,1916
Attrited Customer,44,2,Doctorate,Divorced,Less than R40K,Blue,36,1,2,2,1916,0,1916
Existing Customer,54,0,High School,Married,Less than R40K,Blue,45,5,2,2,2704,789,1915
Attrited Customer,48,3,Unknown,Unknown,Unknown,Blue,36,3,3,2,4431,2517,1914
Existing Customer,53,1,College,Single,Less than R40K,Blue,38,3,3,2,3895,1981,1914
Attrited Customer,49,3,Post-Graduate,Married,Less than R40K,Blue,35,3,3,2,1914,0,1914
Existing Customer,44,4,Unknown,Single,R80K - R120K,Blue,38,5,3,4,3936,2024,1912
Existing Customer,39,3,College,Single,Less than R40K,Blue,25,6,1,2,3920,2008,1912
Existing Customer,54,4,High School,Single,R40K - R60K,Blue,48,2,4,1,3089,1177,1912
Existing Customer,55,4,Doctorate,Single,Less than R40K,Blue,44,3,1,1,1912,0,1912
Existing Customer,50,2,Graduate,Married,Less than R40K,Blue,36,2,3,2,1912,0,1912
Existing Customer,39,2,Unknown,Single,Less than R40K,Blue,32,2,1,2,4325,2418,1907
Attrited Customer,40,4,Uneducated,Divorced,Less than R40K,Blue,35,2,3,3,4423,2517,1906
Existing Customer,51,2,Graduate,Divorced,R120K +,Blue,41,4,2,3,2792,887,1905
Attrited Customer,34,1,Unknown,Married,Less than R40K,Blue,36,2,3,3,2401,496,1905
Attrited Customer,44,4,Graduate,Married,Less than R40K,Blue,36,6,3,3,1905,0,1905
Existing Customer,35,4,Uneducated,Single,Less than R40K,Blue,24,4,2,2,3271,1367,1904
Existing Customer,65,1,High School,Married,R40K - R60K,Blue,53,3,3,3,3506,1604,1902
Existing Customer,49,3,Uneducated,Divorced,Less than R40K,Blue,36,4,1,3,1902,0,1902
Attrited Customer,37,2,Doctorate,Single,R40K - R60K,Blue,18,4,1,3,1900,0,1900
Attrited Customer,44,3,Unknown,Single,Unknown,Blue,37,3,2,3,1900,0,1900
Existing Customer,51,0,Unknown,Divorced,Less than R40K,Blue,47,6,4,3,3049,1151,1898
Existing Customer,48,2,Post-Graduate,Married,R40K - R60K,Blue,42,3,2,0,1898,0,1898
Attrited Customer,43,3,Uneducated,Married,Less than R40K,Blue,32,6,3,3,1897,0,1897
Attrited Customer,63,1,Unknown,Single,Less than R40K,Blue,36,3,3,4,1896,0,1896
Attrited Customer,44,1,High School,Single,Less than R40K,Blue,36,2,3,3,1895,0,1895
Attrited Customer,41,2,Unknown,Single,Unknown,Blue,28,2,1,3,4411,2517,1894
Existing Customer,57,1,Graduate,Married,Less than R40K,Blue,45,1,3,2,1894,0,1894
Attrited Customer,55,2,College,Divorced,R40K - R60K,Blue,36,6,2,3,4410,2517,1893
Existing Customer,42,4,Graduate,Single,R60K - R80K,Blue,36,5,1,0,2727,834,1893
Existing Customer,27,1,College,Married,Less than R40K,Blue,20,5,3,3,1893,0,1893
Existing Customer,53,2,High School,Single,R60K - R80K,Blue,49,2,3,2,4142,2252,1890
Attrited Customer,47,2,Graduate,Married,R40K - R60K,Blue,30,4,3,2,1889,0,1889
Existing Customer,36,1,College,Single,R40K - R60K,Blue,25,6,3,3,1888,0,1888
Existing Customer,40,3,Uneducated,Single,Less than R40K,Blue,33,4,3,2,3804,1917,1887
Existing Customer,43,3,Graduate,Single,Less than R40K,Blue,30,3,3,1,4075,2189,1886
Existing Customer,51,0,Doctorate,Single,R60K - R80K,Blue,36,6,2,3,3232,1346,1886
Existing Customer,60,0,High School,Married,Less than R40K,Blue,36,1,1,3,4147,2262,1885
Existing Customer,53,2,College,Married,R40K - R60K,Blue,33,3,3,1,4065,2180,1885
Existing Customer,62,0,Unknown,Single,Less than R40K,Blue,36,3,2,4,3653,1769,1884
Existing Customer,53,3,Uneducated,Married,R40K - R60K,Blue,40,6,3,3,3326,1442,1884
Existing Customer,45,3,High School,Married,Less than R40K,Blue,36,4,3,3,3544,1661,1883
Existing Customer,45,3,Graduate,Single,R40K - R60K,Blue,38,1,3,1,3751,1869,1882
Existing Customer,53,3,Graduate,Married,Unknown,Blue,45,6,1,3,1882,0,1882
Existing Customer,59,0,Graduate,Single,R60K - R80K,Blue,53,4,2,2,4386,2505,1881
Existing Customer,41,3,Uneducated,Married,Less than R40K,Blue,29,5,3,3,3022,1142,1880
Existing Customer,54,2,High School,Unknown,Less than R40K,Blue,44,1,1,1,2691,811,1880
Attrited Customer,44,2,Graduate,Divorced,Less than R40K,Blue,36,3,2,3,1880,0,1880
Existing Customer,53,3,High School,Single,Less than R40K,Blue,47,5,1,1,3351,1474,1877
Existing Customer,45,3,Unknown,Single,Unknown,Blue,27,4,1,2,1877,0,1877
Existing Customer,45,5,Post-Graduate,Married,Unknown,Blue,29,5,3,1,2555,681,1874
Attrited Customer,54,1,Graduate,Single,Unknown,Blue,41,3,3,3,1874,0,1874
Attrited Customer,42,4,High School,Unknown,R60K - R80K,Blue,36,4,3,4,1871,0,1871
Existing Customer,47,3,Uneducated,Married,Less than R40K,Blue,32,4,3,2,2821,951,1870
Existing Customer,44,4,College,Married,R60K - R80K,Blue,28,4,2,2,2748,878,1870
Existing Customer,45,2,High School,Unknown,R60K - R80K,Blue,32,1,2,3,1870,0,1870
Existing Customer,47,2,Graduate,Single,Less than R40K,Blue,36,3,1,2,2363,494,1869
Attrited Customer,38,1,Unknown,Married,R120K +,Blue,16,3,1,4,2106,238,1868
Attrited Customer,42,5,High School,Married,R60K - R80K,Blue,36,1,2,3,1866,0,1866
Existing Customer,47,4,Doctorate,Single,Less than R40K,Blue,36,3,2,2,2765,901,1864
Existing Customer,41,4,Uneducated,Single,Less than R40K,Blue,31,5,1,2,2490,627,1863
Existing Customer,53,3,Uneducated,Married,Less than R40K,Blue,48,6,1,3,3428,1566,1862
Existing Customer,44,3,High School,Unknown,R60K - R80K,Blue,25,3,3,0,1862,0,1862
Existing Customer,56,2,Graduate,Divorced,R120K +,Blue,45,3,3,1,3296,1435,1861
Attrited Customer,30,1,Graduate,Married,Unknown,Blue,18,4,1,4,4377,2517,1860
Existing Customer,38,4,Graduate,Married,Less than R40K,Blue,36,4,3,3,1860,0,1860
Existing Customer,57,2,Graduate,Married,Less than R40K,Blue,45,1,3,3,1860,0,1860
Attrited Customer,54,3,Unknown,Single,Less than R40K,Blue,36,2,3,3,1857,0,1857
Existing Customer,40,3,Unknown,Single,R40K - R60K,Blue,28,4,1,1,3563,1707,1856
Attrited Customer,63,0,High School,Single,R60K - R80K,Blue,48,5,3,1,1856,0,1856
Existing Customer,46,4,Graduate,Single,R60K - R80K,Blue,38,3,3,2,4335,2480,1855
Attrited Customer,44,3,Unknown,Married,Less than R40K,Blue,35,3,3,2,1855,0,1855
Existing Customer,38,3,High School,Married,Less than R40K,Blue,31,4,3,2,1854,0,1854
Existing Customer,48,3,Graduate,Single,Less than R40K,Blue,36,2,3,1,3882,2029,1853
Existing Customer,42,4,Graduate,Single,Less than R40K,Blue,34,3,2,3,1853,0,1853
Existing Customer,50,3,Unknown,Single,Less than R40K,Blue,39,4,4,3,1852,0,1852
Attrited Customer,59,0,Unknown,Single,R40K - R60K,Blue,52,2,4,3,1852,0,1852
Existing Customer,35,2,Graduate,Married,R40K - R60K,Blue,36,4,3,4,3454,1603,1851
Existing Customer,51,5,Post-Graduate,Married,Less than R40K,Blue,44,5,1,1,3449,1598,1851
Attrited Customer,51,4,High School,Married,Less than R40K,Blue,41,3,3,4,2791,940,1851
Existing Customer,58,0,Uneducated,Married,R80K - R120K,Blue,38,6,3,3,3785,1935,1850
Existing Customer,45,4,Uneducated,Single,R40K - R60K,Blue,36,1,1,3,3918,2070,1848
Attrited Customer,36,2,High School,Married,R40K - R60K,Blue,36,4,3,2,1848,0,1848
Attrited Customer,58,2,Graduate,Married,R40K - R60K,Blue,48,2,3,3,4085,2238,1847
Existing Customer,57,1,High School,Married,Less than R40K,Blue,36,6,2,2,3101,1257,1844
Existing Customer,55,3,College,Single,Less than R40K,Blue,43,6,3,4,1844,0,1844
Existing Customer,42,4,Graduate,Married,R60K - R80K,Blue,36,4,2,3,3591,1749,1842
Existing Customer,48,4,Post-Graduate,Married,R40K - R60K,Blue,29,6,1,2,2916,1074,1842
Existing Customer,47,3,Doctorate,Single,Less than R40K,Blue,35,4,3,2,1842,0,1842
Existing Customer,47,1,Graduate,Single,Unknown,Blue,40,3,1,3,3811,1970,1841
Existing Customer,32,1,Uneducated,Single,R80K - R120K,Blue,15,2,2,1,3371,1530,1841
Existing Customer,45,2,Uneducated,Single,Less than R40K,Blue,36,2,2,2,1839,0,1839
Attrited Customer,50,1,Uneducated,Single,Less than R40K,Blue,37,3,2,4,1838,0,1838
Existing Customer,49,1,Uneducated,Divorced,Less than R40K,Blue,36,2,3,2,1838,0,1838
Existing Customer,39,3,Uneducated,Single,R60K - R80K,Blue,26,4,2,1,2973,1136,1837
Existing Customer,36,3,High School,Divorced,R120K +,Blue,36,3,2,3,3404,1568,1836
Attrited Customer,46,4,Post-Graduate,Single,Less than R40K,Blue,37,3,2,2,1836,0,1836
Existing Customer,43,3,High School,Married,R60K - R80K,Blue,35,2,3,2,3717,1882,1835
Existing Customer,35,2,Graduate,Single,Unknown,Blue,26,6,1,2,3269,1434,1835
Existing Customer,44,2,Unknown,Married,R40K - R60K,Blue,36,1,1,1,1834,0,1834
Attrited Customer,45,2,College,Single,Less than R40K,Blue,33,1,3,3,1833,0,1833
Existing Customer,37,2,High School,Divorced,R120K +,Blue,24,4,2,2,3497,1665,1832
Existing Customer,55,2,Graduate,Married,Unknown,Blue,41,1,1,1,3591,1760,1831
Existing Customer,38,2,High School,Married,Less than R40K,Blue,27,4,1,2,1830,0,1830
Existing Customer,64,0,Uneducated,Single,Less than R40K,Blue,36,3,2,1,1829,0,1829
Existing Customer,54,5,Unknown,Married,R120K +,Blue,42,1,1,3,3731,1903,1828
Existing Customer,56,0,High School,Married,R80K - R120K,Blue,43,5,2,1,2852,1024,1828
Existing Customer,39,4,Unknown,Married,Unknown,Blue,21,2,3,2,1827,0,1827
Existing Customer,51,2,High School,Married,Less than R40K,Blue,45,4,3,2,3183,1358,1825
Existing Customer,53,3,Uneducated,Single,R80K - R120K,Blue,36,4,3,1,2611,787,1824
Existing Customer,43,3,High School,Unknown,Less than R40K,Blue,36,3,3,2,1824,0,1824
Existing Customer,42,2,College,Married,R40K - R60K,Blue,28,6,2,1,1820,0,1820
Existing Customer,43,4,High School,Single,Less than R40K,Blue,38,1,1,1,1820,0,1820
Attrited Customer,39,2,High School,Single,R60K - R80K,Blue,34,3,4,3,1818,0,1818
Attrited Customer,46,4,Graduate,Single,R80K - R120K,Blue,36,3,1,4,1818,0,1818
Attrited Customer,43,1,Uneducated,Single,Less than R40K,Blue,36,1,3,2,1818,0,1818
Existing Customer,63,0,College,Single,R60K - R80K,Blue,51,4,2,1,2706,889,1817
Attrited Customer,58,1,Post-Graduate,Divorced,Less than R40K,Blue,52,4,1,3,1817,0,1817
Attrited Customer,39,3,High School,Unknown,Less than R40K,Blue,36,2,3,2,1817,0,1817
Existing Customer,48,3,High School,Single,R40K - R60K,Blue,36,5,3,2,3871,2055,1816
Existing Customer,37,1,High School,Single,Unknown,Blue,28,4,3,2,2458,642,1816
Attrited Customer,53,1,High School,Married,R40K - R60K,Blue,44,3,3,3,1816,0,1816
Existing Customer,52,4,Graduate,Married,Unknown,Blue,42,5,3,2,1816,0,1816
Existing Customer,50,2,Doctorate,Single,Less than R40K,Blue,40,2,1,1,3449,1634,1815
Existing Customer,42,2,Graduate,Single,R80K - R120K,Blue,36,3,1,3,3046,1231,1815
Existing Customer,62,0,Graduate,Single,Less than R40K,Blue,53,5,2,2,2616,801,1815
Attrited Customer,36,3,Unknown,Unknown,R80K - R120K,Blue,36,4,1,2,1815,0,1815
Existing Customer,50,3,Post-Graduate,Single,Unknown,Blue,36,5,4,3,1814,0,1814
Existing Customer,37,2,Graduate,Married,Less than R40K,Blue,28,2,2,3,3079,1267,1812
Existing Customer,39,4,Graduate,Single,Unknown,Blue,23,1,3,2,1811,0,1811
Existing Customer,47,2,Unknown,Unknown,R40K - R60K,Blue,36,1,3,3,1811,0,1811
Existing Customer,34,2,Graduate,Married,Less than R40K,Blue,24,6,2,2,3663,1853,1810
Existing Customer,32,3,Graduate,Married,R60K - R80K,Blue,36,1,1,1,3223,1413,1810
Attrited Customer,55,2,Graduate,Married,R40K - R60K,Blue,49,3,3,4,1809,0,1809
Existing Customer,53,3,Uneducated,Married,Less than R40K,Blue,36,4,3,2,4224,2417,1807
Attrited Customer,54,2,Uneducated,Married,R60K - R80K,Blue,35,4,3,4,2189,382,1807
Existing Customer,46,4,Graduate,Married,Less than R40K,Blue,42,4,2,0,3504,1698,1806
Attrited Customer,33,2,Graduate,Single,Less than R40K,Blue,24,6,2,3,1806,0,1806
Attrited Customer,47,4,Unknown,Married,Less than R40K,Blue,36,3,3,3,2033,228,1805
Existing Customer,53,4,High School,Married,Less than R40K,Blue,36,6,1,3,2974,1170,1804
Attrited Customer,46,3,College,Married,Less than R40K,Blue,36,2,3,4,1804,0,1804
Attrited Customer,46,1,Post-Graduate,Married,R40K - R60K,Blue,38,3,2,2,1803,0,1803
Existing Customer,51,3,Graduate,Single,Less than R40K,Blue,36,1,3,1,3276,1474,1802
Existing Customer,51,2,Graduate,Married,Less than R40K,Blue,36,3,1,3,3106,1304,1802
Existing Customer,46,4,Post-Graduate,Married,Less than R40K,Blue,37,5,3,2,3773,1972,1801
Existing Customer,61,0,Unknown,Unknown,Unknown,Blue,36,4,2,2,1801,0,1801
Existing Customer,52,3,Uneducated,Single,Less than R40K,Blue,41,2,1,2,1801,0,1801
Existing Customer,46,3,Unknown,Married,Less than R40K,Blue,38,4,3,3,4317,2517,1800
Existing Customer,50,1,High School,Married,Less than R40K,Blue,44,4,2,1,3222,1422,1800
Attrited Customer,41,3,College,Married,R40K - R60K,Blue,15,5,3,4,4312,2517,1795
Existing Customer,47,4,Uneducated,Unknown,R40K - R60K,Blue,36,6,3,2,3402,1607,1795
Attrited Customer,52,1,High School,Single,Less than R40K,Blue,36,3,3,2,1795,0,1795
Existing Customer,26,0,Graduate,Single,R40K - R60K,Blue,17,5,3,3,3119,1328,1791
Existing Customer,42,1,College,Married,Unknown,Blue,33,4,4,3,3119,1328,1791
Attrited Customer,44,2,Graduate,Single,Less than R40K,Blue,39,6,3,3,1791,0,1791
Existing Customer,31,0,Graduate,Single,Less than R40K,Blue,22,3,1,1,4254,2464,1790
Existing Customer,47,4,Post-Graduate,Married,Less than R40K,Blue,39,6,2,2,1790,0,1790
Existing Customer,57,3,High School,Unknown,Less than R40K,Blue,39,6,4,2,2781,992,1789
Attrited Customer,47,2,Uneducated,Married,R60K - R80K,Blue,32,1,3,6,1789,0,1789
Existing Customer,37,3,College,Married,Less than R40K,Blue,28,4,2,1,1788,0,1788
Attrited Customer,46,5,Doctorate,Single,Less than R40K,Blue,37,3,2,2,1787,0,1787
Existing Customer,44,2,Graduate,Married,R60K - R80K,Blue,37,1,1,1,1787,0,1787
Existing Customer,34,2,Unknown,Married,R40K - R60K,Blue,29,3,2,2,3436,1650,1786
Existing Customer,26,0,Uneducated,Single,Less than R40K,Blue,13,4,4,4,2237,451,1786
Existing Customer,44,4,College,Married,R80K - R120K,Blue,31,2,1,1,3472,1687,1785
Existing Customer,45,2,Graduate,Single,Unknown,Blue,36,4,1,1,1785,0,1785
Existing Customer,43,2,Graduate,Married,Less than R40K,Blue,36,5,2,4,3589,1808,1781
Existing Customer,57,3,Graduate,Married,Less than R40K,Blue,49,4,2,1,1781,0,1781
Attrited Customer,47,3,College,Married,Less than R40K,Blue,35,6,3,2,1781,0,1781
Existing Customer,52,5,Unknown,Single,Unknown,Blue,36,3,1,3,3167,1387,1780
Existing Customer,59,0,Post-Graduate,Single,Less than R40K,Blue,48,4,2,2,3030,1251,1779
Attrited Customer,54,4,Graduate,Unknown,R40K - R60K,Blue,38,2,2,1,1779,0,1779
Existing Customer,38,3,Graduate,Single,Less than R40K,Blue,34,5,3,2,3094,1317,1777
Existing Customer,60,0,College,Divorced,Less than R40K,Blue,50,5,3,2,3426,1650,1776
Attrited Customer,39,4,College,Single,R40K - R60K,Blue,36,3,2,3,1776,0,1776
Existing Customer,48,4,Uneducated,Single,Less than R40K,Blue,37,6,3,4,2646,872,1774
Attrited Customer,47,3,Unknown,Single,Less than R40K,Blue,35,4,3,6,2402,628,1774
Attrited Customer,50,2,Unknown,Married,Unknown,Blue,39,3,2,1,1773,0,1773
Existing Customer,55,1,Graduate,Married,Unknown,Blue,43,5,4,2,3161,1389,1772
Existing Customer,62,0,High School,Single,Less than R40K,Blue,36,6,2,1,3749,1980,1769
Existing Customer,62,1,High School,Married,Less than R40K,Blue,54,3,3,4,2941,1173,1768
Existing Customer,49,2,Uneducated,Single,Less than R40K,Blue,39,6,1,3,1768,0,1768
Existing Customer,43,1,High School,Unknown,R40K - R60K,Blue,35,6,3,2,1766,0,1766
Existing Customer,52,1,Post-Graduate,Single,R40K - R60K,Blue,48,1,5,3,1766,0,1766
Existing Customer,53,4,Unknown,Single,Less than R40K,Blue,43,6,3,1,3844,2079,1765
Attrited Customer,52,1,College,Single,Less than R40K,Blue,41,5,3,6,1764,0,1764
Attrited Customer,41,3,Graduate,Single,Less than R40K,Blue,33,5,3,3,1764,0,1764
Existing Customer,54,3,Doctorate,Single,Less than R40K,Blue,39,4,3,3,1764,0,1764
Existing Customer,26,0,High School,Single,Unknown,Blue,36,5,2,3,3184,1421,1763
Existing Customer,61,1,Graduate,Single,Unknown,Blue,44,4,3,2,2303,540,1763
Attrited Customer,49,3,High School,Married,Less than R40K,Blue,36,4,2,2,1763,0,1763
Existing Customer,49,4,Doctorate,Married,R60K - R80K,Blue,44,3,1,1,3343,1581,1762
Existing Customer,49,2,Graduate,Married,Less than R40K,Blue,39,3,3,3,2796,1035,1761
Attrited Customer,61,0,High School,Single,Less than R40K,Blue,36,4,3,4,1760,0,1760
Attrited Customer,52,3,Post-Graduate,Married,Less than R40K,Blue,45,2,4,1,1760,0,1760
